-2.395524056199414442e+00 -8.389681538975037878e-01 -3.097887139274378421e-01 9.511672011107933367e-01 1.564133584757833040e-01 -8.668128779730827072e-01 -8.501888743096774892e-01 2.860797797981699531e-01 2.821500706598337183e-01 3.225772411773398241e-01 -7.967235385722059027e-01 -6.754293633745184211e-02 4.558817848611553813e-01 -6.264242709907169582e-01 9.104747580822152020e-02 1.857917349032659482e+00 -8.147657829557043430e-01 3.763696467937645285e-02 1.919723419066776238e+00 1.221816654845829797e+00 -5.883168179730944303e-01 -8.067888564920960848e-01 -7.108092808886478098e-01 -5.063342595423543369e-01 -2.572282937348692178e-01 1.539727155887546273e+00 -4.122374419138281898e-02 -1.311551574732930714e+00 9.573891979789411755e-02 1.008428604696020692e+00
1.736784614195832077e+00 -9.985940359630108842e-01 -4.919453739695874850e-01 1.408393732674998899e+00 -5.483391474948386968e-01 -4.590185314660299998e-01 -5.644666610569153420e-01 1.041105616138666701e+00 -2.212372239362876969e-01 -4.927041465120343688e-01 4.890832695819435916e-01 -1.226905417884741833e+00 1.673859426830085706e+00 -8.643026197461124438e-01 1.611828455931263671e+00 1.152731707434215602e+00 -3.301857181678338193e-01 -1.682710279418618615e+00 1.455047563660768761e-01 1.529154894685484045e+00 1.616579083155849306e+00 9.303541481130632729e-01 -1.283840058609081458e+00 -9.736917225942344212e-01 -1.611032495623232752e-01 1.245741176133089434e+00 -1.480415443014292620e+00 5.304319255927271159e-01 -1.149970104397426862e+00 7.016183474835188116e-01
-1.104250584710973149e+00 1.549440122121311214e+00 -7.097982612599860186e-01 8.590815633140347352e-01 2.125595660898760730e+00 1.445109685496649865e+00 -3.963416109980646973e-01 -6.075256972828669833e-01 -1.789178595055118226e+00 -1.206527972196641763e+00 -2.953862118196393105e-01 -5.155483620892817864e-01 9.653163093010340701e-01 -3.434555137832246974e-01 -3.837479381830480318e-01 5.749171760783819973e-01 -1.500208323156719536e-02 -1.862871327026184742e+00 2.357778569868256291e+00 -1.535972937310804864e+00 -1.963117855422607638e+00 1.821639663910484375e+00 1.108490448575713216e+00 1.584397817008539544e+00 5.533511489632896296e-01 -3.443539367952306307e-01 -3.704369624624950785e-01 -3.890154104741714858e-01 -4.091575356284526954e-01 5.567034417959192405e-01
6.762596948323860158e-01 -4.809502364705393052e-01 -7.200159346596057830e-01 -8.396876019839699667e-01 -1.011772731846877660e+00 -5.875912760330099793e-01 1.312992822185779229e-01 9.731716971521062742e-01 7.472586813334098910e-01 -5.826579919899209370e-02 -2.492126673273201698e-01 2.028768222660417120e+00 -1.585040987649248834e+00 -4.425297387630282020e-01 -3.655839070225827547e-01 2.307041499540479074e-02 6.484067573003401419e-01 2.104319300011404437e+00 -1.058521854998512035e+00 -1.029271461420533162e+00 -4.278004350174813286e-01 -2.188412914709466417e+00 1.907557149163112142e-01 1.463555764627486599e+00 -5.050549651433771103e-01 8.129591062317682582e-01 -3.512106275684737655e-01 -4.408600734084198725e-01 1.351651170218001047e-02 -1.211106263543430206e+00
-1.539922463299889133e+00 4.029453795625479590e-02 4.974666196253320627e-01 1.319880100709196757e-01 5.671368009784426567e-01 1.636495724882156111e+00 -7.110746501229480154e-01 3.094661102392703977e-01 9.029734043979481539e-01 -8.971367312644398240e-01 2.071566304375520584e-01 -1.105574581791044821e-02 6.394921869132748071e-01 8.660784579953507700e-01 -1.331954001480331939e+00 -1.470388739262598721e+00 -5.394272204073191634e-01 8.152710354959447070e-01 3.130227290444531629e-01 7.750707576897249151e-02 -6.582274967047341274e-01 -1.972991439952326564e-01 -5.332418805987230170e-01 2.348273960133635541e+00 -3.488049807204232633e-01 1.433596231834871060e-01 -4.674954905177608477e-01 -4.098306097172204066e-01 -2.343678020583273014e-01 -3.329866211295703232e-02
-1.063716106524316585e+00 1.005644840702622167e+00 -4.682518468161815384e-01 -9.719303569347063909e-02 -2.119138324120426464e+00 1.086502542216919442e+00 -6.820759330204735349e-01 -1.885094444405376768e+00 -1.649764306634679267e-01 -3.115283860933384941e-01 1.498293425179727523e+00 -6.666446875822978901e-01 -4.858619360131167797e-01 -8.718876095915091273e-01 -2.156713231651645302e+00 -7.718345780546468360e-01 7.475659095564567425e-01 1.046323860025860863e+00 7.313683728669044815e-01 -3.313911392419253144e-01 6.200873328617241276e-01 1.019575480637490150e+00 1.340464624698818996e+00 2.230470176061823129e-01 -7.804530822147449920e-02 -5.651314756098023695e-01 8.521746874360104362e-01 -4.378292727713868349e-01 -1.769675737584256725e-01 7.833668475931141462e-01
-3.381776387923762228e-01 -5.414564744217770231e-01 7.016473391473585508e-01 -7.281447875285479432e-02 -8.093325273208784587e-02 6.343764191897665050e-01 -1.154011720187942958e+00 2.106943894462777467e-01 1.243755894762716085e+00 9.098418844438458386e-01 -1.039613533681726099e-01 -8.103349388583667157e-01 2.144328430568309130e-01 4.682984161998662159e-02 1.069158291698212027e-01 -1.839672130360123337e+00 -1.229001732799197555e+00 -1.262514430664907650e+00 1.558958618684963549e+00 -1.089202696432568285e+00 -1.175311060784688610e+00 -5.667580348525099732e-01 6.730879615260568771e-01 1.413262317997604267e+00 -9.838314723986336663e-01 -1.096739599119167741e+00 1.051779827398593214e+00 6.941251702868805884e-01 -2.048671378328081605e-01 -8.576545947409507376e-01
1.352765501635713630e+00 -3.483208789666250582e-01 1.562036441715724255e-01 1.175821020619116863e+00 3.762053001850002576e-01 -4.755668015354388989e-01 1.357536983317517931e+00 -1.468672673202670920e+00 3.075422829934461033e-01 -3.081202767326978176e-01 1.646595567529179557e-02 1.066457017586559530e+00 -1.110754568473105941e+00 -4.936742804487548875e-01 4.856874444542306213e-01 1.107440153516449755e+00 -1.539052040688785983e+00 8.243318212540000633e-01 -1.718422997900778793e+00 1.106173176817917936e+00 1.104436606737358550e+00 -9.414377149634380881e-01 1.937076799143303996e+00 1.348502854757086089e+00 1.255648029613924521e+00 -7.155077570242308616e-01 6.876226953403673514e-01 -1.137968026885816553e+00 1.481682178755115764e+00 2.851964545835848353e-01
2.937027992189449321e-01 -2.382242269469767582e-01 -2.418279184819057459e+00 -1.816872855207909421e+00 -1.868212569314667837e+00 -1.405764953269099005e+00 -5.676782271858717976e-01 -6.778280680577928319e-01 -1.475136560648476314e+00 -1.827477802577555654e-01 -9.435856431398526034e-01 8.843615064376122437e-01 -1.734482053431091186e+00 -1.875668088245788123e+00 -1.031580978041824581e+00 2.674858061138211118e-01 -5.517768054382317100e-01 2.832486974964734117e-01 2.166575807786136565e+00 1.638769007280976409e+00 -1.241750590817992217e+00 5.982978326024878113e-01 -8.155419646154736801e-01 2.079354823445848766e+00 -2.540329450491020657e-01 1.539185277003170871e+00 -1.701265239293562326e+00 -8.818336966851259007e-02 7.741005314715656560e-01 -1.132153183774150307e+00
2.060675989196249169e+00 9.478290640759431396e-01 -1.007968318789695061e+00 1.085450093353261591e+00 -1.396927426205508249e+00 -6.954549941883602093e-01 -6.188113204647057719e-01 -9.904784814361738965e-01 7.174798124533415811e-01 -4.284267459807751810e-01 9.901509960983404524e-01 -1.033125648079471492e+00 2.863171096735181442e-02 3.353425742141734056e-01 -3.058450107610064320e-02 9.102088391000749956e-01 -5.868339317007539302e-01 -1.149382215186729450e+00 7.975788516324068267e-01 2.043678881138377146e-01 -1.394713473153106620e-01 -6.784056824453150725e-01 5.448089771529629477e-01 1.348756392643190027e-01 1.042481195594347598e+00 -1.807512760008239239e+00 2.235531657938320815e-01 6.392766223225835320e-01 7.618564298459292727e-01 -3.163307277747712254e-01
